origin_id,destination_id,trips_person,intrazonal_factor,mc_distance_m,mc2_distance_m,sense_code,checkpoint_is_directional,cap_M,cap_A,cap_B,cap_CU,cap_CAI,cap_CAII,cap_total,fa,focup_M,focup_A,focup_B,focup_CU,focup_CAI,focup_CAII,share_M,share_A,share_B,share_CU,share_CAI,share_CAII,veh_M,veh_A,veh_B,veh_CU,veh_CAI,veh_CAII,veh_total,congruence_id,_cap_missing_or_zero,_fa_missing_or_zero,_cong_is_4
1324,1003,34.56,0,0.0,21481.37775687593,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1291,1005,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1325,1005,10.83,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1348,1005,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1350,1005,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1346,1007,1.0,0,0.0,21505.042563255007,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
205,1007,1.0,0,0.0,21505.042563255007,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1346,1008,11.04,0,0.0,21505.042563255007,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1346,1009,1.0,0,0.0,21505.042563255007,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1324,1010,12.81,0,0.0,21481.37775687593,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1346,1011,1.0,0,0.0,21505.042563255007,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1346,1014,1.0,0,0.0,21505.042563255007,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
204,1014,1.0,0,0.0,21505.042563255007,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1346,1015,11.62,0,0.0,21505.042563255007,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1196,1017,1.0,0,0.0,21505.042563255007,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1346,1017,1.0,0,0.0,21505.042563255007,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1346,1018,1.0,0,0.0,21505.042563255007,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1325,1019,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1331,1019,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1348,1019,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1350,1019,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1325,1020,16.1,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1330,1020,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1331,1020,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1348,1020,13.39,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1350,1020,10.5,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
211,1020,13.54,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1102,1021,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1277,1021,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1325,1021,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1348,1021,10.95,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1350,1021,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
211,1021,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1023,1022,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1187,1022,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1255,1022,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1348,1022,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1325,1023,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1348,1023,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1325,1024,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1348,1024,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1350,1024,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1325,1025,22.5,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1330,1025,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1331,1025,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1348,1025,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1350,1025,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
211,1025,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
1325,1026,1.0,0,0.0,0.0,0,False,776.0,15060.0,251.0,1443.0,234.0,100.0,17864.0,1.002,1.0,2.47,20.0,1.573,1.359,1.518,0.0434393193013882,0.8430362740707569,0.0140506045678459,0.0807769816390506,0.0130989699955217,0.0055978504254366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True
