start_date,end_date,date,destination,destination_name,origin,origin_name,total_trips,origin_node_id,destination_node_id
2025-09-04,2025-09-11,2025-09-05,50,09,59,49F,<10,60,111
2025-09-04,2025-09-11,2025-09-05,52,07,100,68A,<10,2,78
2025-09-04,2025-09-11,2025-09-05,52,07,102,63B,20.62,46,78
2025-09-04,2025-09-11,2025-09-05,52,07,103,29F,<10,125,78
2025-09-04,2025-09-11,2025-09-05,52,07,104,61,17.42,42,78
2025-09-04,2025-09-11,2025-09-05,52,07,105,135,10.4,43,78
2025-09-04,2025-09-11,2025-09-05,52,07,106,130,28.02,41,78
2025-09-04,2025-09-11,2025-09-05,52,07,107,134,<10,133,78
2025-09-04,2025-09-11,2025-09-05,52,07,109,136,13.39,130,78
2025-09-04,2025-09-11,2025-09-05,52,07,110,48F,<10,127,78
2025-09-04,2025-09-11,2025-09-05,52,07,112,144,<10,149,78
2025-09-04,2025-09-11,2025-09-05,52,07,113,142,<10,45,78
2025-09-04,2025-09-11,2025-09-05,52,07,114,14F,<10,126,78
2025-09-04,2025-09-11,2025-09-05,52,07,115,145,33.27,119,78
2025-09-04,2025-09-11,2025-09-05,52,07,119,115,<10,122,78
2025-09-04,2025-09-11,2025-09-05,52,07,121,133,<10,140,78
2025-09-04,2025-09-11,2025-09-05,52,07,123,147,<10,117,78
2025-09-04,2025-09-11,2025-09-05,52,07,124,116,<10,131,78
2025-09-04,2025-09-11,2025-09-05,52,07,127,110,<10,134,78
2025-09-04,2025-09-11,2025-09-05,52,07,131,124,<10,142,78
2025-09-04,2025-09-11,2025-09-05,52,07,134,127,10.7,107,78
2025-09-04,2025-09-11,2025-09-05,52,07,135,132,<10,105,78
2025-09-04,2025-09-11,2025-09-05,52,07,136,143,20.12,109,78
2025-09-04,2025-09-11,2025-09-05,52,07,137,137,24.88,137,78
2025-09-04,2025-09-11,2025-09-05,52,07,138,140,10.46,143,78
2025-09-04,2025-09-11,2025-09-05,52,07,141,139,<10,145,78
2025-09-04,2025-09-11,2025-09-05,52,07,143,138,17.91,136,78
2025-09-04,2025-09-11,2025-09-05,52,07,144,128,<10,112,78
2025-09-04,2025-09-11,2025-09-05,52,07,147,54,<10,123,78
2025-09-04,2025-09-11,2025-09-05,52,07,148,51F,<10,118,78
2025-09-04,2025-09-11,2025-09-05,52,07,149,112,18.4,40,78
2025-09-04,2025-09-11,2025-09-05,52,07,15,24B,35.05,72,78
2025-09-04,2025-09-11,2025-09-05,52,07,40,149,<10,64,78
2025-09-04,2025-09-11,2025-09-05,52,07,41,106,<10,84,78
2025-09-04,2025-09-11,2025-09-05,52,07,44,150,12.8,79,78
2025-09-04,2025-09-11,2025-09-05,52,07,45,113,<10,80,78
2025-09-04,2025-09-11,2025-09-05,52,07,50,09,33.15,111,78
2025-09-04,2025-09-11,2025-09-05,52,07,52,07,1121.7,78,78
2025-09-04,2025-09-11,2025-09-05,52,07,53,21B,139.5,154,78
2025-09-04,2025-09-11,2025-09-05,52,07,54,70B,65.45,147,78
2025-09-04,2025-09-11,2025-09-05,52,07,59,49F,<10,60,78
2025-09-04,2025-09-11,2025-09-05,52,07,60,59,<10,76,78
2025-09-04,2025-09-11,2025-09-05,52,07,61,X4F,<10,104,78
2025-09-04,2025-09-11,2025-09-05,53,21B,100,68A,27.57,2,154
2025-09-04,2025-09-11,2025-09-05,53,21B,102,63B,28.6,46,154
2025-09-04,2025-09-11,2025-09-05,53,21B,103,29F,36.48,125,154
2025-09-04,2025-09-11,2025-09-05,53,21B,104,61,14.69,42,154
2025-09-04,2025-09-11,2025-09-05,53,21B,105,135,38.39,43,154
2025-09-04,2025-09-11,2025-09-05,53,21B,106,130,512.33,41,154
2025-09-04,2025-09-11,2025-09-05,53,21B,107,134,26.86,133,154
2025-09-04,2025-09-11,2025-09-05,53,21B,108,126,44.03,4,154
2025-09-04,2025-09-11,2025-09-05,53,21B,109,136,<10,130,154
2025-09-04,2025-09-11,2025-09-05,53,21B,110,48F,<10,127,154
2025-09-04,2025-09-11,2025-09-05,53,21B,111,50,36.99,139,154
2025-09-04,2025-09-11,2025-09-05,53,21B,112,144,52.69,149,154
2025-09-04,2025-09-11,2025-09-05,53,21B,113,142,123.46,45,154
2025-09-04,2025-09-11,2025-09-05,53,21B,114,14F,<10,126,154
2025-09-04,2025-09-11,2025-09-05,53,21B,115,145,142.9,119,154
2025-09-04,2025-09-11,2025-09-05,53,21B,116,146,180.4,124,154
2025-09-04,2025-09-11,2025-09-05,53,21B,119,115,<10,122,154
2025-09-04,2025-09-11,2025-09-05,53,21B,120,118,27.43,129,154
2025-09-04,2025-09-11,2025-09-05,53,21B,121,133,110.3,140,154
2025-09-04,2025-09-11,2025-09-05,53,21B,123,147,36.72,117,154
2025-09-04,2025-09-11,2025-09-05,53,21B,124,116,10.37,131,154
2025-09-04,2025-09-11,2025-09-05,53,21B,126,114,<10,108,154
2025-09-04,2025-09-11,2025-09-05,53,21B,127,110,75.13,134,154
2025-09-04,2025-09-11,2025-09-05,53,21B,131,124,59.16,142,154
2025-09-04,2025-09-11,2025-09-05,53,21B,132,125,<10,135,154
2025-09-04,2025-09-11,2025-09-05,53,21B,134,127,299.12,107,154
2025-09-04,2025-09-11,2025-09-05,53,21B,135,132,192.91,105,154
2025-09-04,2025-09-11,2025-09-05,53,21B,136,143,614.57,109,154
2025-09-04,2025-09-11,2025-09-05,53,21B,137,137,992.2,137,154
2025-09-04,2025-09-11,2025-09-05,53,21B,138,140,10.71,143,154
2025-09-04,2025-09-11,2025-09-05,53,21B,139,111,<10,141,154
2025-09-04,2025-09-11,2025-09-05,53,21B,141,139,208.11,145,154
2025-09-04,2025-09-11,2025-09-05,53,21B,142,131,<10,113,154
2025-09-04,2025-09-11,2025-09-05,53,21B,143,138,1492.68,136,154
2025-09-04,2025-09-11,2025-09-05,53,21B,144,128,22.0,112,154
2025-09-04,2025-09-11,2025-09-05,53,21B,145,141,23.27,115,154
2025-09-04,2025-09-11,2025-09-05,53,21B,147,54,168.4,123,154
2025-09-04,2025-09-11,2025-09-05,53,21B,148,51F,<10,118,154
2025-09-04,2025-09-11,2025-09-05,53,21B,149,112,240.21,40,154
2025-09-04,2025-09-11,2025-09-05,53,21B,15,24B,136.43,72,154
2025-09-04,2025-09-11,2025-09-05,53,21B,150,101,<10,44,154
2025-09-04,2025-09-11,2025-09-05,53,21B,40,149,<10,64,154
2025-09-04,2025-09-11,2025-09-05,53,21B,41,106,18.5,84,154
2025-09-04,2025-09-11,2025-09-05,53,21B,42,104,<10,81,154
2025-09-04,2025-09-11,2025-09-05,53,21B,43,105,<10,82,154
2025-09-04,2025-09-11,2025-09-05,53,21B,44,150,73.59,79,154
2025-09-04,2025-09-11,2025-09-05,53,21B,45,113,43.75,80,154
2025-09-04,2025-09-11,2025-09-05,53,21B,50,09,114.33,111,154
2025-09-04,2025-09-11,2025-09-05,53,21B,52,07,5178.45,78,154
2025-09-04,2025-09-11,2025-09-05,53,21B,53,21B,978.21,154,154
2025-09-04,2025-09-11,2025-09-05,53,21B,54,70B,253.14,147,154
2025-09-04,2025-09-11,2025-09-05,53,21B,59,49F,73.17,60,154
2025-09-04,2025-09-11,2025-09-05,53,21B,60,59,41.52,76,154
2025-09-04,2025-09-11,2025-09-05,53,21B,61,X4F,<10,104,154
2025-09-04,2025-09-11,2025-09-05,54,70B,100,68A,14.17,2,147
2025-09-04,2025-09-11,2025-09-05,54,70B,102,63B,18.73,46,147
2025-09-04,2025-09-11,2025-09-05,54,70B,103,29F,11.76,125,147
2025-09-04,2025-09-11,2025-09-05,54,70B,104,61,<10,42,147
2025-09-04,2025-09-11,2025-09-05,54,70B,105,135,27.91,43,147
2025-09-04,2025-09-11,2025-09-05,54,70B,106,130,128.41,41,147
2025-09-04,2025-09-11,2025-09-05,54,70B,107,134,21.34,133,147
2025-09-04,2025-09-11,2025-09-05,54,70B,108,126,<10,4,147
2025-09-04,2025-09-11,2025-09-05,54,70B,109,136,16.86,130,147
2025-09-04,2025-09-11,2025-09-05,54,70B,111,50,<10,139,147
2025-09-04,2025-09-11,2025-09-05,54,70B,112,144,<10,149,147
2025-09-04,2025-09-11,2025-09-05,54,70B,113,142,16.33,45,147
2025-09-04,2025-09-11,2025-09-05,54,70B,115,145,50.73,119,147
2025-09-04,2025-09-11,2025-09-05,54,70B,116,146,27.86,124,147
2025-09-04,2025-09-11,2025-09-05,54,70B,119,115,<10,122,147
2025-09-04,2025-09-11,2025-09-05,54,70B,120,118,<10,129,147
2025-09-04,2025-09-11,2025-09-05,54,70B,121,133,34.49,140,147
2025-09-04,2025-09-11,2025-09-05,54,70B,123,147,15.57,117,147
2025-09-04,2025-09-11,2025-09-05,54,70B,124,116,<10,131,147
2025-09-04,2025-09-11,2025-09-05,54,70B,126,114,<10,108,147
2025-09-04,2025-09-11,2025-09-05,54,70B,127,110,22.24,134,147
2025-09-04,2025-09-11,2025-09-05,54,70B,131,124,<10,142,147
2025-09-04,2025-09-11,2025-09-05,54,70B,132,125,<10,135,147
2025-09-04,2025-09-11,2025-09-05,54,70B,134,127,80.87,107,147
2025-09-04,2025-09-11,2025-09-05,54,70B,135,132,30.1,105,147
2025-09-04,2025-09-11,2025-09-05,54,70B,136,143,105.72,109,147
2025-09-04,2025-09-11,2025-09-05,54,70B,137,137,149.63,137,147
2025-09-04,2025-09-11,2025-09-05,54,70B,138,140,<10,143,147
2025-09-04,2025-09-11,2025-09-05,54,70B,139,111,<10,141,147
2025-09-04,2025-09-11,2025-09-05,54,70B,141,139,43.71,145,147
2025-09-04,2025-09-11,2025-09-05,54,70B,143,138,231.5,136,147
2025-09-04,2025-09-11,2025-09-05,54,70B,144,128,<10,112,147
2025-09-04,2025-09-11,2025-09-05,54,70B,145,141,<10,115,147
2025-09-04,2025-09-11,2025-09-05,54,70B,147,54,31.58,123,147
2025-09-04,2025-09-11,2025-09-05,54,70B,148,51F,<10,118,147
2025-09-04,2025-09-11,2025-09-05,54,70B,149,112,52.59,40,147
2025-09-04,2025-09-11,2025-09-05,54,70B,15,24B,40.02,72,147
2025-09-04,2025-09-11,2025-09-05,54,70B,40,149,<10,64,147
2025-09-04,2025-09-11,2025-09-05,54,70B,41,106,<10,84,147
2025-09-04,2025-09-11,2025-09-05,54,70B,44,150,13.1,79,147
2025-09-04,2025-09-11,2025-09-05,54,70B,45,113,<10,80,147
2025-09-04,2025-09-11,2025-09-05,54,70B,50,09,32.56,111,147
2025-09-04,2025-09-11,2025-09-05,54,70B,52,07,1001.77,78,147
2025-09-04,2025-09-11,2025-09-05,54,70B,53,21B,87.91,154,147
2025-09-04,2025-09-11,2025-09-05,54,70B,54,70B,205.2,147,147
2025-09-04,2025-09-11,2025-09-05,54,70B,59,49F,<10,60,147
2025-09-04,2025-09-11,2025-09-05,54,70B,60,59,20.32,76,147
2025-09-04,2025-09-11,2025-09-05,54,70B,61,X4F,<10,104,147
2025-09-04,2025-09-11,2025-09-05,59,49F,109,136,<10,130,60
2025-09-04,2025-09-11,2025-09-05,59,49F,137,137,10.64,137,60
2025-09-04,2025-09-11,2025-09-05,59,49F,15,24B,<10,72,60
2025-09-04,2025-09-11,2025-09-05,59,49F,40,149,<10,64,60
2025-09-04,2025-09-11,2025-09-05,59,49F,53,21B,15.78,154,60
2025-09-04,2025-09-11,2025-09-05,59,49F,59,49F,<10,60,60
2025-09-04,2025-09-11,2025-09-05,60,59,52,07,10.93,78,76
2025-09-04,2025-09-11,2025-09-05,60,59,60,59,11.87,76,76
2025-09-04,2025-09-11,2025-09-05,61,X4F,106,130,31.81,41,104
2025-09-04,2025-09-11,2025-09-05,61,X4F,107,134,<10,133,104
2025-09-04,2025-09-11,2025-09-05,61,X4F,113,142,<10,45,104
2025-09-04,2025-09-11,2025-09-05,61,X4F,115,145,<10,119,104
2025-09-04,2025-09-11,2025-09-05,61,X4F,121,133,<10,140,104
2025-09-04,2025-09-11,2025-09-05,61,X4F,134,127,<10,107,104
2025-09-04,2025-09-11,2025-09-05,61,X4F,135,132,<10,105,104
2025-09-04,2025-09-11,2025-09-05,61,X4F,136,143,<10,109,104
2025-09-04,2025-09-11,2025-09-05,61,X4F,137,137,40.53,137,104
2025-09-04,2025-09-11,2025-09-05,61,X4F,141,139,14.53,145,104
2025-09-04,2025-09-11,2025-09-05,61,X4F,143,138,28.87,136,104
2025-09-04,2025-09-11,2025-09-05,61,X4F,149,112,<10,40,104
2025-09-04,2025-09-11,2025-09-05,61,X4F,15,24B,<10,72,104
2025-09-04,2025-09-11,2025-09-05,61,X4F,40,149,<10,64,104
2025-09-04,2025-09-11,2025-09-05,61,X4F,52,07,50.92,78,104
2025-09-04,2025-09-11,2025-09-05,61,X4F,53,21B,<10,154,104
2025-09-04,2025-09-11,2025-09-05,61,X4F,59,49F,<10,60,104
2025-09-04,2025-09-11,2025-09-05,61,X4F,61,X4F,<10,104,104
2025-09-04,2025-09-11,2025-09-06,100,68A,100,68A,16.25,2,2
2025-09-04,2025-09-11,2025-09-06,100,68A,101,X63F,<10,150,2
2025-09-04,2025-09-11,2025-09-06,100,68A,102,63B,<10,46,2
2025-09-04,2025-09-11,2025-09-06,100,68A,104,61,<10,42,2
2025-09-04,2025-09-11,2025-09-06,100,68A,105,135,<10,43,2
2025-09-04,2025-09-11,2025-09-06,100,68A,106,130,<10,41,2
2025-09-04,2025-09-11,2025-09-06,100,68A,107,134,<10,133,2
2025-09-04,2025-09-11,2025-09-06,100,68A,108,126,<10,4,2
2025-09-04,2025-09-11,2025-09-06,100,68A,111,50,<10,139,2
2025-09-04,2025-09-11,2025-09-06,100,68A,112,144,<10,149,2
2025-09-04,2025-09-11,2025-09-06,100,68A,113,142,<10,45,2
2025-09-04,2025-09-11,2025-09-06,100,68A,116,146,14.04,124,2
2025-09-04,2025-09-11,2025-09-06,100,68A,121,133,10.79,140,2
2025-09-04,2025-09-11,2025-09-06,100,68A,123,147,11.12,117,2
2025-09-04,2025-09-11,2025-09-06,100,68A,134,127,<10,107,2
2025-09-04,2025-09-11,2025-09-06,100,68A,135,132,<10,105,2
2025-09-04,2025-09-11,2025-09-06,100,68A,136,143,23.23,109,2
2025-09-04,2025-09-11,2025-09-06,100,68A,137,137,29.95,137,2
2025-09-04,2025-09-11,2025-09-06,100,68A,139,111,<10,141,2
2025-09-04,2025-09-11,2025-09-06,100,68A,141,139,<10,145,2
2025-09-04,2025-09-11,2025-09-06,100,68A,143,138,<10,136,2
2025-09-04,2025-09-11,2025-09-06,100,68A,149,112,<10,40,2
2025-09-04,2025-09-11,2025-09-06,100,68A,15,24B,<10,72,2
2025-09-04,2025-09-11,2025-09-06,100,68A,50,09,<10,111,2
2025-09-04,2025-09-11,2025-09-06,100,68A,52,07,84.29,78,2
2025-09-04,2025-09-11,2025-09-06,100,68A,53,21B,<10,154,2
2025-09-04,2025-09-11,2025-09-06,100,68A,54,70B,20.36,147,2
2025-09-04,2025-09-11,2025-09-06,100,68A,60,59,<10,76,2
2025-09-04,2025-09-11,2025-09-06,101,X63F,102,63B,<10,46,150
2025-09-04,2025-09-11,2025-09-06,101,X63F,107,134,<10,133,150
2025-09-04,2025-09-11,2025-09-06,101,X63F,136,143,11.79,109,150
2025-09-04,2025-09-11,2025-09-06,101,X63F,137,137,<10,137,150
2025-09-04,2025-09-11,2025-09-06,101,X63F,139,111,<10,141,150
2025-09-04,2025-09-11,2025-09-06,101,X63F,52,07,<10,78,150
2025-09-04,2025-09-11,2025-09-06,101,X63F,54,70B,<10,147,150
2025-09-04,2025-09-11,2025-09-06,102,63B,100,68A,15.15,2,46
2025-09-04,2025-09-11,2025-09-06,102,63B,102,63B,208.14,46,46
2025-09-04,2025-09-11,2025-09-06,102,63B,103,29F,<10,125,46
2025-09-04,2025-09-11,2025-09-06,102,63B,104,61,23.46,42,46
2025-09-04,2025-09-11,2025-09-06,102,63B,105,135,<10,43,46
2025-09-04,2025-09-11,2025-09-06,102,63B,106,130,88.07,41,46
2025-09-04,2025-09-11,2025-09-06,102,63B,107,134,<10,133,46
2025-09-04,2025-09-11,2025-09-06,102,63B,108,126,<10,4,46
2025-09-04,2025-09-11,2025-09-06,102,63B,109,136,<10,130,46
2025-09-04,2025-09-11,2025-09-06,102,63B,111,50,<10,139,46
2025-09-04,2025-09-11,2025-09-06,102,63B,112,144,13.23,149,46
2025-09-04,2025-09-11,2025-09-06,102,63B,113,142,<10,45,46
2025-09-04,2025-09-11,2025-09-06,102,63B,115,145,30.37,119,46
2025-09-04,2025-09-11,2025-09-06,102,63B,116,146,44.8,124,46
2025-09-04,2025-09-11,2025-09-06,102,63B,120,118,<10,129,46
2025-09-04,2025-09-11,2025-09-06,102,63B,121,133,23.39,140,46
2025-09-04,2025-09-11,2025-09-06,102,63B,123,147,<10,117,46
2025-09-04,2025-09-11,2025-09-06,102,63B,124,116,<10,131,46
2025-09-04,2025-09-11,2025-09-06,102,63B,127,110,16.7,134,46
2025-09-04,2025-09-11,2025-09-06,102,63B,131,124,<10,142,46
2025-09-04,2025-09-11,2025-09-06,102,63B,134,127,96.18,107,46
2025-09-04,2025-09-11,2025-09-06,102,63B,135,132,13.22,105,46
2025-09-04,2025-09-11,2025-09-06,102,63B,136,143,159.33,109,46
2025-09-04,2025-09-11,2025-09-06,102,63B,137,137,183.52,137,46
2025-09-04,2025-09-11,2025-09-06,102,63B,138,140,<10,143,46
2025-09-04,2025-09-11,2025-09-06,102,63B,141,139,20.85,145,46
2025-09-04,2025-09-11,2025-09-06,102,63B,143,138,304.18,136,46
2025-09-04,2025-09-11,2025-09-06,102,63B,144,128,<10,112,46
2025-09-04,2025-09-11,2025-09-06,102,63B,147,54,43.39,123,46
2025-09-04,2025-09-11,2025-09-06,102,63B,149,112,32.44,40,46
2025-09-04,2025-09-11,2025-09-06,102,63B,15,24B,20.85,72,46
2025-09-04,2025-09-11,2025-09-06,102,63B,40,149,<10,64,46
2025-09-04,2025-09-11,2025-09-06,102,63B,41,106,<10,84,46
2025-09-04,2025-09-11,2025-09-06,102,63B,44,150,23.05,79,46
2025-09-04,2025-09-11,2025-09-06,102,63B,45,113,<10,80,46
2025-09-04,2025-09-11,2025-09-06,102,63B,50,09,24.33,111,46
2025-09-04,2025-09-11,2025-09-06,102,63B,52,07,817.43,78,46
2025-09-04,2025-09-11,2025-09-06,102,63B,53,21B,17.49,154,46
2025-09-04,2025-09-11,2025-09-06,102,63B,54,70B,34.91,147,46
2025-09-04,2025-09-11,2025-09-06,102,63B,59,49F,13.31,60,46
2025-09-04,2025-09-11,2025-09-06,102,63B,60,59,<10,76,46
2025-09-04,2025-09-11,2025-09-06,104,61,100,68A,<10,2,42
2025-09-04,2025-09-11,2025-09-06,104,61,102,63B,13.45,46,42
2025-09-04,2025-09-11,2025-09-06,104,61,104,61,56.4,42,42
2025-09-04,2025-09-11,2025-09-06,104,61,105,135,<10,43,42
2025-09-04,2025-09-11,2025-09-06,104,61,106,130,20.78,41,42
2025-09-04,2025-09-11,2025-09-06,104,61,107,134,<10,133,42
2025-09-04,2025-09-11,2025-09-06,104,61,112,144,<10,149,42
2025-09-04,2025-09-11,2025-09-06,104,61,113,142,10.96,45,42
2025-09-04,2025-09-11,2025-09-06,104,61,115,145,<10,119,42
2025-09-04,2025-09-11,2025-09-06,104,61,116,146,15.48,124,42
2025-09-04,2025-09-11,2025-09-06,104,61,121,133,<10,140,42
2025-09-04,2025-09-11,2025-09-06,104,61,123,147,<10,117,42
2025-09-04,2025-09-11,2025-09-06,104,61,134,127,<10,107,42
2025-09-04,2025-09-11,2025-09-06,104,61,135,132,<10,105,42
2025-09-04,2025-09-11,2025-09-06,104,61,136,143,25.82,109,42
2025-09-04,2025-09-11,2025-09-06,104,61,137,137,51.56,137,42
2025-09-04,2025-09-11,2025-09-06,104,61,139,111,<10,141,42
2025-09-04,2025-09-11,2025-09-06,104,61,141,139,<10,145,42
2025-09-04,2025-09-11,2025-09-06,104,61,143,138,30.93,136,42
2025-09-04,2025-09-11,2025-09-06,104,61,144,128,<10,112,42
2025-09-04,2025-09-11,2025-09-06,104,61,148,51F,<10,118,42
2025-09-04,2025-09-11,2025-09-06,104,61,149,112,<10,40,42
2025-09-04,2025-09-11,2025-09-06,104,61,15,24B,<10,72,42
2025-09-04,2025-09-11,2025-09-06,104,61,40,149,<10,64,42
2025-09-04,2025-09-11,2025-09-06,104,61,44,150,<10,79,42
2025-09-04,2025-09-11,2025-09-06,104,61,50,09,<10,111,42
2025-09-04,2025-09-11,2025-09-06,104,61,52,07,184.15,78,42
2025-09-04,2025-09-11,2025-09-06,104,61,53,21B,15.51,154,42
2025-09-04,2025-09-11,2025-09-06,104,61,54,70B,15.34,147,42
2025-09-04,2025-09-11,2025-09-06,104,61,59,49F,<10,60,42
2025-09-04,2025-09-11,2025-09-06,104,61,60,59,<10,76,42
2025-09-04,2025-09-11,2025-09-06,105,135,100,68A,<10,2,43
2025-09-04,2025-09-11,2025-09-06,105,135,102,63B,<10,46,43
2025-09-04,2025-09-11,2025-09-06,105,135,104,61,12.96,42,43
2025-09-04,2025-09-11,2025-09-06,105,135,105,135,61.7,43,43
2025-09-04,2025-09-11,2025-09-06,105,135,106,130,292.79,41,43
2025-09-04,2025-09-11,2025-09-06,105,135,107,134,<10,133,43
2025-09-04,2025-09-11,2025-09-06,105,135,108,126,<10,4,43
2025-09-04,2025-09-11,2025-09-06,105,135,109,136,13.55,130,43
2025-09-04,2025-09-11,2025-09-06,105,135,113,142,69.26,45,43
2025-09-04,2025-09-11,2025-09-06,105,135,115,145,20.08,119,43
2025-09-04,2025-09-11,2025-09-06,105,135,116,146,102.11,124,43
2025-09-04,2025-09-11,2025-09-06,105,135,126,114,<10,108,43
2025-09-04,2025-09-11,2025-09-06,105,135,127,110,41.73,134,43
2025-09-04,2025-09-11,2025-09-06,105,135,131,124,<10,142,43
2025-09-04,2025-09-11,2025-09-06,105,135,134,127,82.87,107,43
2025-09-04,2025-09-11,2025-09-06,105,135,135,132,35.57,105,43
2025-09-04,2025-09-11,2025-09-06,105,135,136,143,72.02,109,43
2025-09-04,2025-09-11,2025-09-06,105,135,137,137,217.55,137,43
2025-09-04,2025-09-11,2025-09-06,105,135,138,140,<10,143,43
2025-09-04,2025-09-11,2025-09-06,105,135,139,111,<10,141,43
2025-09-04,2025-09-11,2025-09-06,105,135,141,139,46.94,145,43
2025-09-04,2025-09-11,2025-09-06,105,135,142,131,<10,113,43
2025-09-04,2025-09-11,2025-09-06,105,135,143,138,162.56,136,43
2025-09-04,2025-09-11,2025-09-06,105,135,144,128,<10,112,43
2025-09-04,2025-09-11,2025-09-06,105,135,145,141,<10,115,43
2025-09-04,2025-09-11,2025-09-06,105,135,147,54,<10,123,43
2025-09-04,2025-09-11,2025-09-06,105,135,149,112,41.63,40,43
2025-09-04,2025-09-11,2025-09-06,105,135,15,24B,<10,72,43
2025-09-04,2025-09-11,2025-09-06,105,135,50,09,20.04,111,43
2025-09-04,2025-09-11,2025-09-06,105,135,52,07,504.48,78,43
2025-09-04,2025-09-11,2025-09-06,105,135,53,21B,15.84,154,43
2025-09-04,2025-09-11,2025-09-06,105,135,54,70B,12.31,147,43
2025-09-04,2025-09-11,2025-09-06,105,135,59,49F,15.99,60,43
2025-09-04,2025-09-11,2025-09-06,106,130,102,63B,<10,46,41
2025-09-04,2025-09-11,2025-09-06,106,130,105,135,22.23,43,41
2025-09-04,2025-09-11,2025-09-06,106,130,106,130,30.97,41,41
2025-09-04,2025-09-11,2025-09-06,106,130,107,134,49.06,133,41
2025-09-04,2025-09-11,2025-09-06,106,130,109,136,34.1,130,41
2025-09-04,2025-09-11,2025-09-06,106,130,113,142,<10,45,41
2025-09-04,2025-09-11,2025-09-06,106,130,115,145,19.16,119,41
2025-09-04,2025-09-11,2025-09-06,106,130,116,146,<10,124,41
2025-09-04,2025-09-11,2025-09-06,106,130,136,143,<10,109,41
2025-09-04,2025-09-11,2025-09-06,106,130,137,137,<10,137,41
2025-09-04,2025-09-11,2025-09-06,106,130,141,139,<10,145,41
2025-09-04,2025-09-11,2025-09-06,106,130,142,131,<10,113,41
2025-09-04,2025-09-11,2025-09-06,106,130,143,138,<10,136,41
2025-09-04,2025-09-11,2025-09-06,106,130,144,128,<10,112,41
2025-09-04,2025-09-11,2025-09-06,106,130,15,24B,<10,72,41
2025-09-04,2025-09-11,2025-09-06,106,130,52,07,<10,78,41
2025-09-04,2025-09-11,2025-09-06,106,130,53,21B,29.96,154,41
2025-09-04,2025-09-11,2025-09-06,106,130,54,70B,10.93,147,41
2025-09-04,2025-09-11,2025-09-06,107,134,100,68A,<10,2,133
2025-09-04,2025-09-11,2025-09-06,107,134,102,63B,<10,46,133
2025-09-04,2025-09-11,2025-09-06,107,134,103,29F,<10,125,133
2025-09-04,2025-09-11,2025-09-06,107,134,104,61,12.21,42,133
2025-09-04,2025-09-11,2025-09-06,107,134,105,135,13.06,43,133
2025-09-04,2025-09-11,2025-09-06,107,134,106,130,303.26,41,133
2025-09-04,2025-09-11,2025-09-06,107,134,107,134,205.27,133,133
2025-09-04,2025-09-11,2025-09-06,107,134,108,126,<10,4,133
2025-09-04,2025-09-11,2025-09-06,107,134,109,136,13.33,130,133
2025-09-04,2025-09-11,2025-09-06,107,134,110,48F,18.05,127,133
2025-09-04,2025-09-11,2025-09-06,107,134,111,50,13.46,139,133
2025-09-04,2025-09-11,2025-09-06,107,134,112,144,31.41,149,133
2025-09-04,2025-09-11,2025-09-06,107,134,113,142,22.71,45,133
2025-09-04,2025-09-11,2025-09-06,107,134,115,145,22.48,119,133
2025-09-04,2025-09-11,2025-09-06,107,134,116,146,340.93,124,133
2025-09-04,2025-09-11,2025-09-06,107,134,121,133,<10,140,133
2025-09-04,2025-09-11,2025-09-06,107,134,123,147,11.75,117,133
2025-09-04,2025-09-11,2025-09-06,107,134,126,114,<10,108,133
2025-09-04,2025-09-11,2025-09-06,107,134,127,110,26.9,134,133
2025-09-04,2025-09-11,2025-09-06,107,134,131,124,20.6,142,133
2025-09-04,2025-09-11,2025-09-06,107,134,132,125,10.81,135,133
2025-09-04,2025-09-11,2025-09-06,107,134,134,127,117.0,107,133
2025-09-04,2025-09-11,2025-09-06,107,134,135,132,232.48,105,133
2025-09-04,2025-09-11,2025-09-06,107,134,136,143,1381.62,109,133
2025-09-04,2025-09-11,2025-09-06,107,134,137,137,720.46,137,133
2025-09-04,2025-09-11,2025-09-06,107,134,138,140,10.43,143,133
2025-09-04,2025-09-11,2025-09-06,107,134,141,139,127.08,145,133
2025-09-04,2025-09-11,2025-09-06,107,134,142,131,<10,113,133
2025-09-04,2025-09-11,2025-09-06,107,134,143,138,465.32,136,133
2025-09-04,2025-09-11,2025-09-06,107,134,144,128,<10,112,133
2025-09-04,2025-09-11,2025-09-06,107,134,145,141,11.35,115,133
2025-09-04,2025-09-11,2025-09-06,107,134,147,54,<10,123,133
2025-09-04,2025-09-11,2025-09-06,107,134,149,112,50.17,40,133
2025-09-04,2025-09-11,2025-09-06,107,134,15,24B,<10,72,133
2025-09-04,2025-09-11,2025-09-06,107,134,41,106,<10,84,133
2025-09-04,2025-09-11,2025-09-06,107,134,44,150,<10,79,133
2025-09-04,2025-09-11,2025-09-06,107,134,50,09,12.38,111,133
2025-09-04,2025-09-11,2025-09-06,107,134,52,07,498.53,78,133
2025-09-04,2025-09-11,2025-09-06,107,134,53,21B,19.13,154,133
2025-09-04,2025-09-11,2025-09-06,107,134,54,70B,23.09,147,133
2025-09-04,2025-09-11,2025-09-06,107,134,59,49F,28.6,60,133
2025-09-04,2025-09-11,2025-09-06,107,134,61,X4F,<10,104,133
2025-09-04,2025-09-11,2025-09-06,108,126,100,68A,<10,2,4
2025-09-04,2025-09-11,2025-09-06,108,126,108,126,14.72,4,4
