start_date,end_date,date,destination,destination_name,origin,origin_name,total_trips
2025-09-04,2025-09-11,2025-09-04,102,63B,127,110,14.94
2025-09-04,2025-09-11,2025-09-04,102,63B,131,124,10.6
2025-09-04,2025-09-11,2025-09-04,102,63B,134,127,44.75
2025-09-04,2025-09-11,2025-09-04,102,63B,135,132,16.88
2025-09-04,2025-09-11,2025-09-04,102,63B,136,143,156.03
2025-09-04,2025-09-11,2025-09-04,102,63B,137,137,96.9
2025-09-04,2025-09-11,2025-09-04,102,63B,138,140,15.11
2025-09-04,2025-09-11,2025-09-04,102,63B,141,139,14.14
2025-09-04,2025-09-11,2025-09-04,102,63B,143,138,148.27
2025-09-04,2025-09-11,2025-09-04,102,63B,145,141,11.44
2025-09-04,2025-09-11,2025-09-04,102,63B,147,54,47.39
2025-09-04,2025-09-11,2025-09-04,102,63B,149,112,29.49
2025-09-04,2025-09-11,2025-09-04,102,63B,15,24B,22.21
2025-09-04,2025-09-11,2025-09-04,102,63B,151,129,224.46
2025-09-04,2025-09-11,2025-09-04,102,63B,154,53,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,2,100,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,3,30,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,33,21A,11.8
2025-09-04,2025-09-11,2025-09-04,102,63B,39,122,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,4,108,28.23
2025-09-04,2025-09-11,2025-09-04,102,63B,40,149,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,41,106,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,43,105,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,44,150,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,45,113,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,47,10,11.13
2025-09-04,2025-09-11,2025-09-04,102,63B,48,11F,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,49,08,65.98
2025-09-04,2025-09-11,2025-09-04,102,63B,50,09,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,51,06B,160.96
2025-09-04,2025-09-11,2025-09-04,102,63B,52,07,759.06
2025-09-04,2025-09-11,2025-09-04,102,63B,53,21B,21.25
2025-09-04,2025-09-11,2025-09-04,102,63B,54,70B,19.69
2025-09-04,2025-09-11,2025-09-04,102,63B,55,02F,106.33
2025-09-04,2025-09-11,2025-09-04,102,63B,56,69A,26.38
2025-09-04,2025-09-11,2025-09-04,102,63B,58,01,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,59,49F,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,60,59,10.56
2025-09-04,2025-09-11,2025-09-04,102,63B,64,40,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,65,24A,12.84
2025-09-04,2025-09-11,2025-09-04,102,63B,66,20,66.97
2025-09-04,2025-09-11,2025-09-04,102,63B,67,18,950.33
2025-09-04,2025-09-11,2025-09-04,102,63B,68,16,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,69,17,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,70,12F,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,71,39F,10.77
2025-09-04,2025-09-11,2025-09-04,102,63B,72,15,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,73,13,78.95
2025-09-04,2025-09-11,2025-09-04,102,63B,74,38,16.15
2025-09-04,2025-09-11,2025-09-04,102,63B,75,57,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,76,60,56.88
2025-09-04,2025-09-11,2025-09-04,102,63B,77,46F,11.07
2025-09-04,2025-09-11,2025-09-04,102,63B,78,52,137.47
2025-09-04,2025-09-11,2025-09-04,102,63B,79,44,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,80,45,75.15
2025-09-04,2025-09-11,2025-09-04,102,63B,81,42,300.26
2025-09-04,2025-09-11,2025-09-04,102,63B,82,43,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,83,34,51.39
2025-09-04,2025-09-11,2025-09-04,102,63B,84,41,60.32
2025-09-04,2025-09-11,2025-09-04,102,63B,85,30F,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,86,32,112.16
2025-09-04,2025-09-11,2025-09-04,102,63B,87,X29F,37.64
2025-09-04,2025-09-11,2025-09-04,102,63B,88,26,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,89,35,336.31
2025-09-04,2025-09-11,2025-09-04,102,63B,90,03,67.45
2025-09-04,2025-09-11,2025-09-04,102,63B,91,04,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,92,37F,118.75
2025-09-04,2025-09-11,2025-09-04,102,63B,93,Aeropuerto,215.81
2025-09-04,2025-09-11,2025-09-04,102,63B,94,06A,466.56
2025-09-04,2025-09-11,2025-09-04,102,63B,95,70A,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,96,69B,45.0
2025-09-04,2025-09-11,2025-09-04,102,63B,97,05,<10
2025-09-04,2025-09-11,2025-09-04,102,63B,98,68B,22.22
2025-09-04,2025-09-11,2025-09-04,102,63B,99,65A,19.2
2025-09-04,2025-09-11,2025-09-04,103,29F,4,108,<10
2025-09-04,2025-09-11,2025-09-04,103,29F,67,18,<10
2025-09-04,2025-09-11,2025-09-04,103,29F,76,60,13.23
2025-09-04,2025-09-11,2025-09-04,104,61,102,63B,13.02
2025-09-04,2025-09-11,2025-09-04,104,61,104,61,44.55
2025-09-04,2025-09-11,2025-09-04,104,61,106,130,13.07
2025-09-04,2025-09-11,2025-09-04,104,61,112,144,<10
2025-09-04,2025-09-11,2025-09-04,104,61,114,14F,<10
2025-09-04,2025-09-11,2025-09-04,104,61,115,145,<10
2025-09-04,2025-09-11,2025-09-04,104,61,116,146,<10
2025-09-04,2025-09-11,2025-09-04,104,61,117,123,<10
2025-09-04,2025-09-11,2025-09-04,104,61,119,115,<10
2025-09-04,2025-09-11,2025-09-04,104,61,121,133,<10
2025-09-04,2025-09-11,2025-09-04,104,61,134,127,<10
2025-09-04,2025-09-11,2025-09-04,104,61,135,132,<10
2025-09-04,2025-09-11,2025-09-04,104,61,136,143,<10
2025-09-04,2025-09-11,2025-09-04,104,61,137,137,15.69
2025-09-04,2025-09-11,2025-09-04,104,61,141,139,11.19
2025-09-04,2025-09-11,2025-09-04,104,61,143,138,22.35
2025-09-04,2025-09-11,2025-09-04,104,61,147,54,<10
2025-09-04,2025-09-11,2025-09-04,104,61,149,112,<10
2025-09-04,2025-09-11,2025-09-04,104,61,151,129,18.89
2025-09-04,2025-09-11,2025-09-04,104,61,33,21A,<10
2025-09-04,2025-09-11,2025-09-04,104,61,39,122,<10
2025-09-04,2025-09-11,2025-09-04,104,61,40,149,<10
2025-09-04,2025-09-11,2025-09-04,104,61,49,08,<10
2025-09-04,2025-09-11,2025-09-04,104,61,51,06B,28.39
2025-09-04,2025-09-11,2025-09-04,104,61,52,07,90.28
2025-09-04,2025-09-11,2025-09-04,104,61,53,21B,49.59
2025-09-04,2025-09-11,2025-09-04,104,61,54,70B,<10
2025-09-04,2025-09-11,2025-09-04,104,61,55,02F,<10
2025-09-04,2025-09-11,2025-09-04,104,61,56,69A,10.3
2025-09-04,2025-09-11,2025-09-04,104,61,59,49F,<10
2025-09-04,2025-09-11,2025-09-04,104,61,61,X4F,<10
2025-09-04,2025-09-11,2025-09-04,104,61,66,20,15.25
2025-09-04,2025-09-11,2025-09-04,104,61,67,18,123.45
2025-09-04,2025-09-11,2025-09-04,104,61,71,39F,<10
2025-09-04,2025-09-11,2025-09-04,104,61,72,15,<10
2025-09-04,2025-09-11,2025-09-04,104,61,73,13,<10
2025-09-04,2025-09-11,2025-09-04,104,61,76,60,<10
2025-09-04,2025-09-11,2025-09-04,104,61,77,46F,<10
2025-09-04,2025-09-11,2025-09-04,104,61,78,52,21.65
2025-09-04,2025-09-11,2025-09-04,104,61,80,45,<10
2025-09-04,2025-09-11,2025-09-04,104,61,81,42,31.72
2025-09-04,2025-09-11,2025-09-04,104,61,82,43,<10
2025-09-04,2025-09-11,2025-09-04,104,61,83,34,17.6
2025-09-04,2025-09-11,2025-09-04,104,61,84,41,<10
2025-09-04,2025-09-11,2025-09-04,104,61,86,32,18.77
2025-09-04,2025-09-11,2025-09-04,104,61,87,X29F,12.92
2025-09-04,2025-09-11,2025-09-04,104,61,88,26,<10
2025-09-04,2025-09-11,2025-09-04,104,61,89,35,61.57
2025-09-04,2025-09-11,2025-09-04,104,61,90,03,<10
2025-09-04,2025-09-11,2025-09-04,104,61,92,37F,27.18
2025-09-04,2025-09-11,2025-09-04,104,61,93,Aeropuerto,<10
2025-09-04,2025-09-11,2025-09-04,104,61,94,06A,91.93
2025-09-04,2025-09-11,2025-09-04,104,61,95,70A,<10
2025-09-04,2025-09-11,2025-09-04,104,61,96,69B,<10
2025-09-04,2025-09-11,2025-09-04,104,61,98,68B,<10
2025-09-04,2025-09-11,2025-09-04,104,61,99,65A,<10
2025-09-04,2025-09-11,2025-09-04,105,135,100,68A,<10
2025-09-04,2025-09-11,2025-09-04,105,135,102,63B,<10
2025-09-04,2025-09-11,2025-09-04,105,135,105,135,24.96
2025-09-04,2025-09-11,2025-09-04,105,135,106,130,277.4
2025-09-04,2025-09-11,2025-09-04,105,135,107,134,<10
2025-09-04,2025-09-11,2025-09-04,105,135,109,136,<10
2025-09-04,2025-09-11,2025-09-04,105,135,110,48F,<10
2025-09-04,2025-09-11,2025-09-04,105,135,111,50,<10
2025-09-04,2025-09-11,2025-09-04,105,135,113,142,70.95
2025-09-04,2025-09-11,2025-09-04,105,135,115,145,<10
2025-09-04,2025-09-11,2025-09-04,105,135,116,146,103.09
2025-09-04,2025-09-11,2025-09-04,105,135,119,115,<10
2025-09-04,2025-09-11,2025-09-04,105,135,121,133,<10
2025-09-04,2025-09-11,2025-09-04,105,135,126,114,<10
2025-09-04,2025-09-11,2025-09-04,105,135,127,110,48.71
2025-09-04,2025-09-11,2025-09-04,105,135,131,124,10.53
2025-09-04,2025-09-11,2025-09-04,105,135,134,127,59.68
2025-09-04,2025-09-11,2025-09-04,105,135,135,132,49.45
2025-09-04,2025-09-11,2025-09-04,105,135,136,143,71.22
2025-09-04,2025-09-11,2025-09-04,105,135,137,137,93.03
2025-09-04,2025-09-11,2025-09-04,105,135,141,139,80.2
2025-09-04,2025-09-11,2025-09-04,105,135,143,138,81.3
2025-09-04,2025-09-11,2025-09-04,105,135,145,141,<10
2025-09-04,2025-09-11,2025-09-04,105,135,149,112,31.88
2025-09-04,2025-09-11,2025-09-04,105,135,15,24B,10.55
2025-09-04,2025-09-11,2025-09-04,105,135,151,129,176.64
2025-09-04,2025-09-11,2025-09-04,105,135,3,30,<10
2025-09-04,2025-09-11,2025-09-04,105,135,33,21A,<10
2025-09-04,2025-09-11,2025-09-04,105,135,39,122,<10
2025-09-04,2025-09-11,2025-09-04,105,135,4,108,<10
2025-09-04,2025-09-11,2025-09-04,105,135,44,150,<10
2025-09-04,2025-09-11,2025-09-04,105,135,48,11F,<10
2025-09-04,2025-09-11,2025-09-04,105,135,49,08,36.26
2025-09-04,2025-09-11,2025-09-04,105,135,50,09,<10
2025-09-04,2025-09-11,2025-09-04,105,135,51,06B,<10
2025-09-04,2025-09-11,2025-09-04,105,135,52,07,266.17
2025-09-04,2025-09-11,2025-09-04,105,135,53,21B,<10
2025-09-04,2025-09-11,2025-09-04,105,135,54,70B,<10
2025-09-04,2025-09-11,2025-09-04,105,135,55,02F,<10
2025-09-04,2025-09-11,2025-09-04,105,135,56,69A,<10
2025-09-04,2025-09-11,2025-09-04,105,135,59,49F,13.59
2025-09-04,2025-09-11,2025-09-04,105,135,64,40,<10
2025-09-04,2025-09-11,2025-09-04,105,135,66,20,21.01
2025-09-04,2025-09-11,2025-09-04,105,135,67,18,379.33
2025-09-04,2025-09-11,2025-09-04,105,135,70,12F,<10
2025-09-04,2025-09-11,2025-09-04,105,135,73,13,<10
2025-09-04,2025-09-11,2025-09-04,105,135,76,60,<10
2025-09-04,2025-09-11,2025-09-04,105,135,78,52,<10
2025-09-04,2025-09-11,2025-09-04,105,135,80,45,<10
2025-09-04,2025-09-11,2025-09-04,105,135,81,42,103.4
2025-09-04,2025-09-11,2025-09-04,105,135,82,43,11.19
2025-09-04,2025-09-11,2025-09-04,105,135,83,34,<10
2025-09-04,2025-09-11,2025-09-04,105,135,84,41,28.18
2025-09-04,2025-09-11,2025-09-04,105,135,86,32,10.3
2025-09-04,2025-09-11,2025-09-04,105,135,89,35,20.39
2025-09-04,2025-09-11,2025-09-04,105,135,90,03,31.02
2025-09-04,2025-09-11,2025-09-04,105,135,92,37F,19.98
2025-09-04,2025-09-11,2025-09-04,105,135,93,Aeropuerto,<10
2025-09-04,2025-09-11,2025-09-04,105,135,94,06A,106.0
2025-09-04,2025-09-11,2025-09-04,105,135,95,70A,22.81
2025-09-04,2025-09-11,2025-09-04,105,135,96,69B,<10
2025-09-04,2025-09-11,2025-09-04,105,135,98,68B,<10
2025-09-04,2025-09-11,2025-09-04,105,135,99,65A,<10
2025-09-04,2025-09-11,2025-09-04,106,130,101,X63F,<10
2025-09-04,2025-09-11,2025-09-04,106,130,102,63B,14.79
2025-09-04,2025-09-11,2025-09-04,106,130,105,135,<10
2025-09-04,2025-09-11,2025-09-04,106,130,106,130,53.27
2025-09-04,2025-09-11,2025-09-04,106,130,107,134,<10
2025-09-04,2025-09-11,2025-09-04,106,130,109,136,22.15
2025-09-04,2025-09-11,2025-09-04,106,130,113,142,<10
2025-09-04,2025-09-11,2025-09-04,106,130,115,145,24.2
2025-09-04,2025-09-11,2025-09-04,106,130,134,127,<10
2025-09-04,2025-09-11,2025-09-04,106,130,135,132,<10
2025-09-04,2025-09-11,2025-09-04,106,130,136,143,<10
2025-09-04,2025-09-11,2025-09-04,106,130,137,137,<10
2025-09-04,2025-09-11,2025-09-04,106,130,143,138,<10
2025-09-04,2025-09-11,2025-09-04,106,130,15,24B,<10
2025-09-04,2025-09-11,2025-09-04,106,130,151,129,13.31
2025-09-04,2025-09-11,2025-09-04,106,130,3,30,<10
2025-09-04,2025-09-11,2025-09-04,106,130,33,21A,<10
2025-09-04,2025-09-11,2025-09-04,106,130,39,122,<10
2025-09-04,2025-09-11,2025-09-04,106,130,40,149,<10
2025-09-04,2025-09-11,2025-09-04,106,130,51,06B,<10
2025-09-04,2025-09-11,2025-09-04,106,130,52,07,21.19
2025-09-04,2025-09-11,2025-09-04,106,130,53,21B,30.98
2025-09-04,2025-09-11,2025-09-04,106,130,54,70B,12.63
2025-09-04,2025-09-11,2025-09-04,106,130,55,02F,<10
2025-09-04,2025-09-11,2025-09-04,106,130,56,69A,29.45
2025-09-04,2025-09-11,2025-09-04,106,130,67,18,<10
2025-09-04,2025-09-11,2025-09-04,106,130,69,17,<10
2025-09-04,2025-09-11,2025-09-04,106,130,70,12F,<10
2025-09-04,2025-09-11,2025-09-04,106,130,73,13,<10
2025-09-04,2025-09-11,2025-09-04,106,130,78,52,<10
2025-09-04,2025-09-11,2025-09-04,106,130,81,42,<10
2025-09-04,2025-09-11,2025-09-04,106,130,82,43,<10
2025-09-04,2025-09-11,2025-09-04,106,130,83,34,<10
2025-09-04,2025-09-11,2025-09-04,106,130,85,30F,11.18
2025-09-04,2025-09-11,2025-09-04,106,130,86,32,<10
2025-09-04,2025-09-11,2025-09-04,106,130,87,X29F,<10
2025-09-04,2025-09-11,2025-09-04,106,130,90,03,<10
2025-09-04,2025-09-11,2025-09-04,106,130,93,Aeropuerto,<10
2025-09-04,2025-09-11,2025-09-04,106,130,94,06A,23.93
2025-09-04,2025-09-11,2025-09-04,106,130,95,70A,10.05
2025-09-04,2025-09-11,2025-09-04,106,130,96,69B,<10
2025-09-04,2025-09-11,2025-09-04,106,130,97,05,<10
2025-09-04,2025-09-11,2025-09-04,106,130,98,68B,11.73
2025-09-04,2025-09-11,2025-09-04,106,130,99,65A,20.29
2025-09-04,2025-09-11,2025-09-04,107,134,100,68A,<10
2025-09-04,2025-09-11,2025-09-04,107,134,102,63B,<10
2025-09-04,2025-09-11,2025-09-04,107,134,105,135,<10
2025-09-04,2025-09-11,2025-09-04,107,134,106,130,575.96
2025-09-04,2025-09-11,2025-09-04,107,134,107,134,107.64
2025-09-04,2025-09-11,2025-09-04,107,134,108,126,<10
2025-09-04,2025-09-11,2025-09-04,107,134,109,136,<10
2025-09-04,2025-09-11,2025-09-04,107,134,110,48F,<10
2025-09-04,2025-09-11,2025-09-04,107,134,111,50,<10
2025-09-04,2025-09-11,2025-09-04,107,134,112,144,<10
2025-09-04,2025-09-11,2025-09-04,107,134,113,142,45.12
2025-09-04,2025-09-11,2025-09-04,107,134,115,145,24.54
2025-09-04,2025-09-11,2025-09-04,107,134,116,146,414.29
2025-09-04,2025-09-11,2025-09-04,107,134,121,133,15.73
2025-09-04,2025-09-11,2025-09-04,107,134,127,110,26.11
2025-09-04,2025-09-11,2025-09-04,107,134,131,124,15.66
2025-09-04,2025-09-11,2025-09-04,107,134,132,125,<10
2025-09-04,2025-09-11,2025-09-04,107,134,134,127,124.76
2025-09-04,2025-09-11,2025-09-04,107,134,135,132,83.17
2025-09-04,2025-09-11,2025-09-04,107,134,136,143,975.03
2025-09-04,2025-09-11,2025-09-04,107,134,137,137,401.7
2025-09-04,2025-09-11,2025-09-04,107,134,138,140,<10
2025-09-04,2025-09-11,2025-09-04,107,134,141,139,109.79
2025-09-04,2025-09-11,2025-09-04,107,134,143,138,211.35
2025-09-04,2025-09-11,2025-09-04,107,134,145,141,<10
2025-09-04,2025-09-11,2025-09-04,107,134,147,54,<10
2025-09-04,2025-09-11,2025-09-04,107,134,149,112,41.92
2025-09-04,2025-09-11,2025-09-04,107,134,15,24B,<10
2025-09-04,2025-09-11,2025-09-04,107,134,151,129,340.27
2025-09-04,2025-09-11,2025-09-04,107,134,2,100,<10
2025-09-04,2025-09-11,2025-09-04,107,134,33,21A,16.55
2025-09-04,2025-09-11,2025-09-04,107,134,39,122,29.16
2025-09-04,2025-09-11,2025-09-04,107,134,4,108,<10
2025-09-04,2025-09-11,2025-09-04,107,134,44,150,<10
2025-09-04,2025-09-11,2025-09-04,107,134,49,08,47.49
2025-09-04,2025-09-11,2025-09-04,107,134,50,09,14.41
2025-09-04,2025-09-11,2025-09-04,107,134,51,06B,65.46
2025-09-04,2025-09-11,2025-09-04,107,134,52,07,402.97
2025-09-04,2025-09-11,2025-09-04,107,134,53,21B,<10
2025-09-04,2025-09-11,2025-09-04,107,134,54,70B,18.64
2025-09-04,2025-09-11,2025-09-04,107,134,55,02F,63.32
2025-09-04,2025-09-11,2025-09-04,107,134,56,69A,11.92
2025-09-04,2025-09-11,2025-09-04,107,134,59,49F,<10
2025-09-04,2025-09-11,2025-09-04,107,134,61,X4F,<10
2025-09-04,2025-09-11,2025-09-04,107,134,62,23,<10
